"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene"
"ZNF527","0.878062691164737","0.0012605214160133","0.001","0.001","1","ZNF527"
"CASD1","0.878085775911097","0.00607069571146723","0.005","0.004","1","CASD1"
"COL9A3","0.878129960735425","0.00256531277267809","0.001","0.001","1","COL9A3"
"LAMA4","0.878129960735425","0.00227406760418821","0.001","0.001","1","LAMA4"
"KIAA1715","0.878171808329139","0.0149805290869842","0.013","0.014","1","KIAA1715"
"APOL4","0.878197231186077","0.00261291248140686","0.001","0.001","1","APOL4"
"DRD4","0.878466321758982","0.00290699024023186","0.001","0.001","1","DRD4"
"CHD4","0.878467720715153","0.0943604931181843","0.058","0.059","1","CHD4"
"HMGCS1","0.878500283573454","0.0359310012131808","0.018","0.017","1","HMGCS1"
"UMPS","0.8785645916628","0.0225855194293482","0.009","0.009","1","UMPS"
"ORC5","0.879522499475921","0.0191841298660781","0.005","0.005","1","ORC5"
"VGLL4","0.879627868570928","0.0133015368976724","0.008","0.008","1","VGLL4"
"C4orf29","0.879713645693773","0.0206179118351124","0.014","0.015","1","C4orf29"
"WDR73","0.880063643779724","0.00209070192881758","0.008","0.009","1","WDR73"
"MTMR12","0.880248315687791","0.0327624458300564","0.01","0.01","1","MTMR12"
"UBN1","0.880250813212202","0.0306539844218229","0.033","0.034","1","UBN1"
"PCNXL2","0.880451007824747","0.0120374563425199","0.006","0.006","1","PCNXL2"
"RPUSD1","0.880557120936324","0.0330428433434257","0.018","0.017","1","RPUSD1"
"PTCD3","0.880952850053355","0.0113654652796863","0.017","0.017","1","PTCD3"
"EFTUD2","0.881367590380812","0.04200865929707","0.035","0.036","1","EFTUD2"
"LPIN1","0.881576600852847","0.00419653224568553","0.01","0.011","1","LPIN1"
"BRAT1","0.881581516706337","0.0160679746795294","0.021","0.021","1","BRAT1"
"RFWD3","0.88162034140729","0.0093231229629981","0.008","0.008","1","RFWD3"
"ZBTB38","0.882063565155045","0.0130340735337809","0.014","0.014","1","ZBTB38"
"CHRAC1","0.882917259183904","0.0515797405381376","0.043","0.043","1","CHRAC1"
"BTN3A3","0.883196199804738","0.0149096092236345","0.014","0.014","1","BTN3A3"
"RIT1","0.883235333692232","0.0872010122575746","0.094","0.094","1","RIT1"
"MBOAT4","0.883396242237867","0.00441332204556654","0.001","0.001","1","MBOAT4"
"PTGR1","0.883457158171692","0.0055753614407902","0.001","0.001","1","PTGR1"
"NUMBL","0.883518074794632","0.00620966056602621","0.001","0.001","1","NUMBL"
"NPIPB3","0.883518074794632","0.00618511950714878","0.001","0.001","1","NPIPB3"
"KCNIP2","0.883518074794632","0.0051326462430553","0.001","0.001","1","KCNIP2"
"CCDC121","0.883578992106331","0.00608054929507179","0.001","0.001","1","CCDC121"
"FXYD7","0.883700828794589","0.00506346672230636","0.001","0.001","1","FXYD7"
"THNSL2","0.883822668233624","0.00418350026120959","0.001","0.001","1","THNSL2"
"ENOX2","0.883842686117908","0.00278786585873834","0.009","0.009","1","ENOX2"
"NR2F6","0.883976105036134","0.00683224021371232","0.004","0.004","1","NR2F6"
"CRYGS","0.884005432543672","0.00482712000451199","0.001","0.001","1","CRYGS"
"SPRED3","0.884005432543672","0.00425971311876849","0.001","0.001","1","SPRED3"
"SCN1B","0.884005432543672","0.00415776129647428","0.001","0.001","1","SCN1B"
"OR11G2","0.884005432543672","0.00317668209511294","0.001","0.001","1","OR11G2"
"RHOBTB1","0.884066355352666","0.0012724052580525","0.001","0.001","1","RHOBTB1"
"CAMKMT","0.884189884029427","0.00114724367556664","0.009","0.009","1","CAMKMT"
"BPTF","0.884309942416284","0.0556103321198845","0.06","0.061","1","BPTF"
"ZNF14","0.884310053440733","0.00177778142844374","0.001","0.001","1","ZNF14"
"RNF175","0.884431906591047","0.00181575364275739","0.001","0.001","1","RNF175"
"IKBKG","0.884431906591047","0.000661971905352478","0.001","0.001","1","IKBKG"
"KIAA0391","0.884442949532688","-0.00322921593388106","0.006","0.007","1","KIAA0391"
"CACNB1","0.884528747780456","0.0116419260157756","0.003","0.003","1","CACNB1"
"ACSF3","0.884654924706339","0.0381111261624715","0.018","0.018","1","ACSF3"
"ATG4B","0.884690248520263","0.0165953729147818","0.038","0.038","1","ATG4B"
"MRM1","0.884919346501213","-0.00244137000097164","0.001","0.001","1","MRM1"
"PDE3B","0.88498074006685","0.011469733730506","0.006","0.005","1","PDE3B"
"TM7SF3","0.885137636903419","0.0234436015251866","0.017","0.016","1","TM7SF3"
"JTB","0.885587102178787","0.130168657026113","0.284","0.308","1","JTB"
"TRAF1","0.885739164296003","0.0129362598836055","0.006","0.005","1","TRAF1"
"MMAA","0.885825402053633","0.00366095449166373","0.003","0.003","1","MMAA"
"HS6ST1","0.886179088248667","0.00583616260076549","0.003","0.003","1","HS6ST1"
"ZNF260","0.886296988689204","0.00395722222642308","0.003","0.003","1","ZNF260"
"GAA","0.886361190881298","0.0573633065779414","0.059","0.061","1","GAA"
"UXS1","0.886831593102508","0.0297995890061203","0.018","0.018","1","UXS1"
"C17orf49","0.886866876245807","0.000362648902926886","0.003","0.003","1","C17orf49"
"ALG2","0.887164935614614","0.0151149779380218","0.014","0.014","1","ALG2"
"MIER3","0.887256326122636","0.0103267942079555","0.006","0.005","1","MIER3"
"CPSF1","0.887869122886717","0.0364976732314595","0.016","0.016","1","CPSF1"
"ZNF117","0.88804803489995","0.00913629792104009","0.004","0.004","1","ZNF117"
"TRMT44","0.888129376314092","0.00112042987867066","0.003","0.003","1","TRMT44"
"PSTK","0.888131010403704","0.00922231140071705","0.006","0.007","1","PSTK"
"FAM120C","0.88815558034652","0.00682050269795206","0.006","0.005","1","FAM120C"
"IFT172","0.888212858362758","0.000682872399069018","0.003","0.003","1","IFT172"
"PHF8","0.888559736006543","0.0122186562498288","0.009","0.009","1","PHF8"
"RPRD2","0.888744844258221","0.0121132711710978","0.018","0.019","1","RPRD2"
"CCDC157","0.889089494564294","0.00168634276028204","0.003","0.003","1","CCDC157"
"RRAGB","0.889314056026598","0.00783906291296661","0.01","0.01","1","RRAGB"
"UGDH","0.889594517475445","0.0142555411265047","0.006","0.006","1","UGDH"
"ZNF628","0.889680887878876","0.00941319828449037","0.011","0.011","1","ZNF628"
"TYMP","0.889721776030901","0.0757711516033557","0.589","0.649","1","TYMP"
"CPSF2","0.889963562994091","0.0248945382708575","0.02","0.02","1","CPSF2"
"AVIL","0.890049775522131","0.00592077976437904","0.003","0.003","1","AVIL"
"IPPK","0.890195919412802","0.00812135107712801","0.003","0.003","1","IPPK"
"ZXDC","0.890568678242575","0.0208788501984495","0.011","0.011","1","ZXDC"
"C6orf99","0.890685703160144","-0.000988807645586148","0.005","0.005","1","C6orf99"
"DEXI","0.890722630122618","0.011488016362683","0.006","0.006","1","DEXI"
"DHX38","0.890865294534691","0.00713869453438233","0.016","0.016","1","DHX38"
"SUDS3","0.89092489560059","0.0285350548122751","0.023","0.023","1","SUDS3"
"PIGS","0.891031418887002","0.0438388759111597","0.024","0.023","1","PIGS"
"THUMPD1","0.891045376407488","0.0166030018151142","0.034","0.035","1","THUMPD1"
"PARP10","0.891079852921504","0.030761902081339","0.022","0.021","1","PARP10"
"ZZZ3","0.89130024849255","0.0264410785145333","0.016","0.016","1","ZZZ3"
"TRIM33","0.891407512094366","0.0339701189767908","0.043","0.044","1","TRIM33"
"MGME1","0.891575468438235","0.0224395678468181","0.016","0.017","1","MGME1"
"MRFAP1L1","0.891751430490436","0.0149200690152874","0.007","0.007","1","MRFAP1L1"
"SLFN12","0.892303676665769","0.0134533737539355","0.017","0.017","1","SLFN12"
"AGFG1","0.892315646109491","0.0382160899303945","0.029","0.03","1","AGFG1"
"IGSF6","0.893805733750673","0.0879572483452005","0.308","0.325","1","IGSF6"
"CHRNE","0.893916074935725","0.00768371445803339","0.005","0.005","1","CHRNE"
"INO80B","0.894255674326198","0.0340425568199467","0.019","0.018","1","INO80B"
"PSD4","0.894789036755373","0.0568821985564907","0.018","0.017","1","PSD4"
"HIP1","0.895024679306478","0.00879995474148573","0.011","0.01","1","HIP1"
"REXO4","0.895041322523378","0.00764571527232979","0.013","0.014","1","REXO4"
"TOM1L2","0.895109972669976","-0.00223354237364827","0.011","0.011","1","TOM1L2"
"ING3","0.895704506284481","0.0693982667396842","0.053","0.053","1","ING3"
"POLL","0.896140828679959","0.00904233656986587","0.013","0.014","1","POLL"
"PHF6","0.896319991239206","0.0135124081197122","0.018","0.017","1","PHF6"
"POLE","0.896402757606217","0.000748236578732023","0.003","0.003","1","POLE"
"SLC25A40","0.896477936474452","0.0312942528258409","0.017","0.017","1","SLC25A40"
"ATP6V0E1","0.896814449610788","0.117117803039142","0.463","0.509","1","ATP6V0E1"
"CSNK2A2","0.897185680897824","0.0265530253594744","0.016","0.016","1","CSNK2A2"
"CHTF8","0.897353290043262","0.0430178597471218","0.033","0.033","1","CHTF8"
"C16orf52","0.897607628927782","0.00847238587899714","0.007","0.008","1","C16orf52"
"MGA","0.897634652504343","0.0042873154567159","0.008","0.008","1","MGA"
"PI4K2A","0.897889809276266","0.0172731593157346","0.017","0.016","1","PI4K2A"
"SUCLA2","0.897974270601708","0.0309111604020113","0.021","0.022","1","SUCLA2"
"FPGT","0.89801896201276","0.00464981212498145","0.013","0.012","1","FPGT"
"S100A13","0.898067988170097","-0.00186784151365187","0.007","0.007","1","S100A13"
"MARCO","0.899169542833375","0.0342194969668465","0.046","0.047","1","MARCO"
"NAA40","0.899259886952235","0.00202197145917024","0.003","0.003","1","NAA40"
"SLC37A2","0.899413543124533","0.00954068954661615","0.004","0.004","1","SLC37A2"
"LIN7B","0.899664835251583","0.0296342630602846","0.018","0.017","1","LIN7B"
"SENP2","0.900014905950014","0.0184274111895719","0.02","0.021","1","SENP2"
"CDK13","0.900327081990988","0.0187449688061053","0.018","0.018","1","CDK13"
"USP27X","0.900361533882962","0.00281575136170941","0.003","0.003","1","USP27X"
"LACTB","0.900500964160693","0.0984545360744326","0.101","0.105","1","LACTB"
"METRN","0.900513500296229","0.00417087976484865","0.003","0.003","1","METRN"
"HTT","0.900664546114997","0.0500741122964412","0.026","0.026","1","HTT"
"PDSS1","0.900733910341082","0.0128090558748318","0.008","0.008","1","PDSS1"
"SEC24C","0.900822780725564","0.0240301950664684","0.022","0.022","1","SEC24C"
"EXOC6B","0.900855438046218","0.00232508350696846","0.003","0.003","1","EXOC6B"
"DDX39A","0.901621368335042","0.0339793919745385","0.057","0.056","1","DDX39A"
"GLCCI1","0.901713075916757","0.00673888309898512","0.002","0.002","1","GLCCI1"
"ORMDL3","0.901764587471745","0.00594502061392393","0.004","0.004","1","ORMDL3"
"TNRC6C","0.901798571951788","-0.00386007909750636","0.002","0.002","1","TNRC6C"
"GEN1","0.902015274397458","-0.0000854349144979883","0.002","0.002","1","GEN1"
"ITPR2","0.90202697009868","0.0110480553663161","0.019","0.02","1","ITPR2"
"PHYH","0.902252992915466","0.0372211476749859","0.015","0.015","1","PHYH"
"SLC4A1AP","0.902608335308744","0.0276221099154937","0.019","0.019","1","SLC4A1AP"
"LRFN1","0.902625391810218","0.0035943450996599","0.002","0.002","1","LRFN1"
"AIFM2","0.90266542547911","-0.0011877634440805","0.002","0.002","1","AIFM2"
"ITGA1","0.902827973466579","-0.000348265358353994","0.002","0.002","1","ITGA1"
"TATDN2","0.902852451567103","0.0231972783860621","0.01","0.01","1","TATDN2"
"CDK18","0.902878835765711","0.00062173583613411","0.002","0.002","1","CDK18"
"RASGEF1A","0.902882157024389","-0.00221475430786012","0.002","0.002","1","RASGEF1A"
"GNAL","0.902882157034587","0.000983705844850077","0.002","0.002","1","GNAL"
"ZNF268","0.903132289627585","0.00210324251666854","0.002","0.002","1","ZNF268"
"DNAJC18","0.903153081654769","0.00103893252620373","0.002","0.002","1","DNAJC18"
"SLC39A4","0.903507764259762","0.0404192297514698","0.024","0.024","1","SLC39A4"
"WDR52","0.903532395061945","0.00342366565120924","0.002","0.002","1","WDR52"
"RHOT1","0.903534228128421","0.0572228669523402","0.042","0.043","1","RHOT1"
"SULT1A2","0.903892710306756","-0.000437193843585315","0.002","0.002","1","SULT1A2"
"ZCCHC8","0.904041574417867","0.0246948806018516","0.022","0.023","1","ZCCHC8"
"DVL3","0.904111647324907","0.0216574943294622","0.016","0.016","1","DVL3"
"CRAT","0.905181898786115","0.0119429247537726","0.009","0.009","1","CRAT"
"EXOSC4","0.905302481036509","0.0396803975957083","0.035","0.036","1","EXOSC4"
"ANKRD36","0.905548562890303","0.00615784571169586","0.005","0.004","1","ANKRD36"
"GGT7","0.905564328303278","0.010822139024539","0.005","0.004","1","GGT7"
"MAPK3","0.905769519480369","0.0632230124499867","0.036","0.036","1","MAPK3"
"BMS1","0.905881320245121","0.0103551946465535","0.012","0.012","1","BMS1"
"AK2","0.906088976822838","0.0744508927439358","0.058","0.06","1","AK2"
"PCGF1","0.906344600133057","0.0235781702807424","0.016","0.017","1","PCGF1"
"OSCAR","0.906559717509284","0.0943730589914354","0.081","0.084","1","OSCAR"
"NEO1","0.906773700076249","-0.000773917445104275","0.004","0.004","1","NEO1"
"GPR107","0.907103385842835","0.0143918925006276","0.014","0.015","1","GPR107"
"SND1","0.907336920039868","0.0621830564353524","0.042","0.042","1","SND1"
"FAM168A","0.908087285766835","0.00677863687501921","0.012","0.012","1","FAM168A"
"WDR47","0.908540860975619","0.014377898057167","0.008","0.009","1","WDR47"
"HELQ","0.908662146510089","0.0118053441834954","0.009","0.009","1","HELQ"
"TTL","0.908796691302453","0.0164426874030462","0.011","0.01","1","TTL"
"PPP1R18","0.9089503240288","0.0854689271170411","0.113","0.114","1","PPP1R18"
"SAP130","0.909026579767235","0.0101906840406731","0.008","0.009","1","SAP130"
"NFIC","0.909346118754518","0.0658145850078702","0.043","0.043","1","NFIC"
"PRUNE","0.909739059393463","0.00229508417308721","0.004","0.004","1","PRUNE"
"UROD","0.909826931577965","0.0326519544448176","0.044","0.045","1","UROD"
"CSPP1","0.909966887252742","0.00180250737457312","0.013","0.014","1","CSPP1"
"FAM8A1","0.910077723250439","0.0215221293475125","0.016","0.016","1","FAM8A1"
"PPP1R32","0.91012517591847","0.00768810767236296","0.004","0.004","1","PPP1R32"
"PLEKHA8","0.910933049281972","0.00706715285613095","0.005","0.005","1","PLEKHA8"
"JMJD8","0.91097196985577","0.0230068137950932","0.019","0.019","1","JMJD8"
"PPM1K","0.911128877336518","-0.00841151825167696","0.007","0.007","1","PPM1K"
"ICK","0.911887315406929","-0.00377855215882098","0.005","0.005","1","ICK"
"TSSK6","0.91200552298934","0.00948802938842855","0.002","0.002","1","TSSK6"
"MRS2","0.91214139653039","0.0250925827259171","0.012","0.012","1","MRS2"
"PPP1R37","0.912431469180439","-0.00148864144443311","0.004","0.004","1","PPP1R37"
"ZNF528","0.912758951312933","0.00669656386517509","0.002","0.002","1","ZNF528"
"GINS4","0.912847595114917","0.00530908828632514","0.002","0.002","1","GINS4"
"DYX1C1","0.912935850468343","-0.00274075073086483","0","0.001","1","DYX1C1"
"HIST1H2AI","0.912935850468343","-0.00379762281952319","0","0.001","1","HIST1H2AI"
"KIAA1324","0.912935850468343","-0.00385362503132325","0","0.001","1","KIAA1324"
"THUMPD2","0.912958071602797","0.0152420920888216","0.016","0.017","1","THUMPD2"
"PPFIA3","0.913031513281966","-0.000673275985304423","0","0.001","1","PPFIA3"
"MDGA2","0.913031513281966","-0.0020744650774384","0","0.001","1","MDGA2"
"MROH7","0.913031513281966","-0.00260078135017745","0","0.001","1","MROH7"
"ST18","0.913031513281966","-0.00329431174960143","0","0.001","1","ST18"
"MOSPD3","0.913090535135943","0.0308661898084741","0.024","0.025","1","MOSPD3"
"C1orf134","0.913127177355751","-0.000573298239801162","0","0.001","1","C1orf134"
"EPHX3","0.913127177355751","-0.000697337871515169","0","0.001","1","EPHX3"
"P2RY1","0.913127177355751","-0.00104853163432587","0","0.001","1","P2RY1"
"ZNF543","0.913127177355751","-0.00215196516947045","0","0.001","1","ZNF543"
"MYEOV2","0.913170979309135","0.115951227746288","0.289","0.309","1","MYEOV2"
"ZNF132","0.913222842688325","0.000149854051101261","0","0.001","1","ZNF132"
"ZNF805","0.913222842688325","0.000141920047203423","0","0.001","1","ZNF805"
"SCD5","0.913222842688325","-0.000103901947378789","0","0.001","1","SCD5"
"LPO","0.913222842688325","-0.000397172034424122","0","0.001","1","LPO"
"ANGPTL1","0.91331850927831","0.00179452225440147","0","0.001","1","ANGPTL1"
"ASB14","0.91331850927831","-0.00146970161172437","0","0.001","1","ASB14"
"KCNAB2","0.913412486071601","0.0858851436960201","0.074","0.076","1","KCNAB2"
"FRMPD1","0.913414177124334","0.00231730447721866","0","0.001","1","FRMPD1"
"CTNNAL1","0.913414177124334","0.00131592594209081","0","0.001","1","CTNNAL1"
"MLLT1","0.913414177124334","0.000921117834236863","0","0.001","1","MLLT1"
"RPS17L","0.913414177124334","0.000901531164655675","0","0.001","1","RPS17L"
"FAM129C","0.913414177124334","0.000322372967580324","0","0.001","1","FAM129C"
"POU3F2","0.913414177124334","-0.0000204455952389215","0","0.001","1","POU3F2"
"GALNT16","0.913414177124334","-0.000180695162066907","0","0.001","1","GALNT16"
"NSUN2","0.913472309868352","0.0201883021832142","0.014","0.014","1","NSUN2"
"C19orf69","0.913509846225019","0.00171350630249326","0","0.001","1","C19orf69"
"C10orf2","0.913509846225019","0.00134950744405732","0","0.001","1","C10orf2"
"RHOV","0.913509846225019","0.00113842861070925","0","0.001","1","RHOV"
"NIPAL1","0.913509846225019","0.000935390224375507","0","0.001","1","NIPAL1"
"RSG1","0.913509846225019","0.000846304321581137","0","0.001","1","RSG1"
"SPSB1","0.913509846225019","0.000802392430068778","0","0.001","1","SPSB1"
"ACVR1C","0.913509846225019","0.000445514642130103","0","0.001","1","ACVR1C"
"FAM3D","0.913509846225019","0.000403491567152793","0","0.001","1","FAM3D"
"NME1-NME2","0.913509846225019","0.000300970925189133","0","0.001","1","NME1-NME2"
"ZNF827","0.913509846225019","0.000217552161576754","0","0.001","1","ZNF827"
"ARL6IP4","0.913605516578991","0.00247708333930582","0","0.001","1","ARL6IP4"
"ZBTB42","0.913605516578991","0.00236124983619698","0","0.001","1","ZBTB42"
"CCDC180","0.913605516578991","0.00162014115532366","0","0.001","1","CCDC180"
"GAN","0.913605516578991","0.00116135078855909","0","0.001","1","GAN"
"SLC26A8","0.913605516578991","0.000476486985089858","0","0.001","1","SLC26A8"
"RTF1","0.913667244282629","0.122578399669084","0.126","0.13","1","RTF1"
"NKD1","0.913701188184874","0.00267904419355997","0","0.001","1","NKD1"
"FAM177B","0.913701188184874","0.00255068895361167","0","0.001","1","FAM177B"
"HOOK1","0.913701188184874","0.00184117015834787","0","0.001","1","HOOK1"
"ROR1","0.913701188184874","0.000920912917052262","0","0.001","1","ROR1"
"TRAF7","0.914036213909842","0.0499148174191686","0.028","0.029","1","TRAF7"
"BCAT2","0.914386685066247","0.0282729491994913","0.009","0.009","1","BCAT2"
"MYH9","0.914678622274341","0.0958394116911523","0.146","0.152","1","MYH9"
